id_estudiante,id_periodo,porcentaje_asistencia_periodo,tardanzas,retiros_tempranos
697,3,78,3,1
697,4,82,6,2
698,1,91,5,1
698,2,100,6,0
698,3,84,4,0
698,4,99,1,0
699,1,72,2,3
699,2,90,4,1
699,3,91,6,2
699,4,72,4,0
700,1,79,1,2
700,2,88,0,0
700,3,87,2,2
700,4,72,0,1
701,1,85,5,1
701,2,86,5,4
701,3,66,4,5
701,4,88,4,4
702,1,99,3,3
702,2,89,2,4
702,3,81,5,2
702,4,88,5,1
703,1,86,1,2
703,2,100,0,2
703,3,91,2,1
703,4,92,1,3
704,1,88,1,1
704,2,94,4,0
704,3,74,1,0
704,4,96,0,2
705,1,75,4,2
705,2,100,7,2
705,3,81,1,0
705,4,88,3,0
706,1,92,2,0
706,2,78,2,0
706,3,91,2,0
706,4,92,2,2
707,1,88,2,0
707,2,75,2,0
707,3,70,3,0
707,4,83,3,5
708,1,88,6,3
708,2,82,5,4
708,3,86,6,4
708,4,94,3,0
709,1,87,5,3
709,2,88,0,0
709,3,91,1,2
709,4,75,0,1
710,1,94,4,0
710,2,76,1,2
710,3,79,2,2
710,4,94,6,4
711,1,68,7,2
711,2,66,9,0
711,3,85,6,1
711,4,85,2,1
712,1,85,0,5
712,2,95,2,3
712,3,85,4,4
712,4,78,2,5
713,1,87,4,4
713,2,84,0,3
713,3,89,2,0
713,4,98,7,2
714,1,100,0,1
714,2,96,2,0
714,3,71,5,0
714,4,91,2,0
715,1,90,2,3
715,2,75,2,3
715,3,76,5,2
715,4,80,3,2
716,1,100,5,0
716,2,94,1,2
716,3,95,0,0
716,4,93,1,2
717,1,81,0,2
717,2,91,2,1
717,3,81,0,3
717,4,88,4,0
718,1,84,4,3
718,2,92,0,0
718,3,100,2,1
718,4,95,1,0
719,1,88,5,2
719,2,88,3,0
719,3,87,6,0
719,4,97,7,3
720,1,78,0,0
720,2,81,8,0
720,3,76,6,1
720,4,81,4,1
721,1,89,3,0
721,2,70,3,2
721,3,87,6,0
721,4,75,4,2
722,1,81,4,0
722,2,76,3,2
722,3,88,2,0
722,4,81,5,0
723,1,93,2,0
723,2,86,0,0
723,3,92,3,0
723,4,90,1,0
724,1,90,5,2
724,2,80,5,1
724,3,94,8,0
724,4,88,3,2
725,1,83,1,0
725,2,92,0,2
725,3,97,8,0
725,4,87,1,1
726,1,84,4,1
726,2,68,5,3
726,3,65,5,0
726,4,75,6,0
727,1,68,4,1
727,2,77,5,0
727,3,58,2,3
727,4,82,9,2
728,1,83,1,1
728,2,89,3,3
728,3,89,3,1
728,4,75,0,5
729,1,84,5,1
729,2,96,5,1
729,3,67,2,1
729,4,89,0,1
730,1,96,1,0
730,2,88,4,1
730,3,100,1,1
730,4,92,0,0
731,1,95,3,6
731,2,87,0,0
731,3,81,0,1
731,4,92,4,1
732,1,92,4,2
732,2,91,0,2
732,3,81,6,3
732,4,78,3,0
733,1,96,3,0
733,2,72,4,0
733,3,97,6,0
733,4,98,4,1
734,1,82,6,2
734,2,100,5,5
734,3,100,0,4
734,4,91,5,1
735,1,72,7,2
735,2,67,5,2
735,3,59,8,3
735,4,70,5,2
736,1,81,6,1
736,2,95,3,0
736,3,81,5,2
736,4,85,8,0
737,1,92,8,1
737,2,85,5,3
737,3,83,1,3
737,4,67,4,2
738,1,77,0,2
738,2,83,0,2
738,3,97,5,5
738,4,100,1,2
739,1,94,1,0
739,2,92,7,2
739,3,92,1,0
739,4,96,0,0
740,1,84,0,0
740,2,91,4,0
740,3,90,0,0
740,4,82,0,1
741,1,98,4,1
741,2,90,5,3
741,3,86,4,4
741,4,82,5,3
742,1,77,7,0
742,2,80,3,2
742,3,91,4,0
742,4,66,8,2
743,1,85,3,1
743,2,81,1,1
743,3,68,0,0
743,4,83,3,0
744,1,80,9,0
744,2,78,5,1
744,3,84,9,2
744,4,78,6,0
745,1,94,4,1
745,2,91,5,0
745,3,81,3,0
745,4,78,2,1
746,1,91,0,2
746,2,86,3,2
746,3,100,1,0
746,4,83,0,1
747,1,89,7,4
747,2,91,7,2
747,3,100,11,3
747,4,98,6,4
748,1,69,8,0
748,2,87,3,2
748,3,81,5,5
748,4,77,4,0
749,1,89,2,2
749,2,88,0,1
749,3,83,4,2
749,4,82,4,1
750,1,95,1,1
750,2,95,3,3
750,3,87,8,0
750,4,91,4,2
751,1,73,3,5
751,2,71,7,3
751,3,80,0,3
751,4,69,4,5
752,1,98,6,2
752,2,93,9,1
752,3,100,4,4
752,4,100,6,2
753,1,75,3,1
753,2,68,4,1
753,3,77,3,0
753,4,90,1,1
754,1,77,5,2
754,2,86,6,4
754,3,77,5,3
754,4,62,5,4
755,1,100,4,0
755,2,89,6,2
755,3,100,5,0
755,4,97,3,0
756,1,96,6,0
756,2,87,4,0
756,3,90,3,0
756,4,93,5,0
757,1,62,10,1
757,2,74,8,0
757,3,73,9,1
757,4,73,7,0
758,1,84,6,0
758,2,87,6,0
758,3,81,6,3
758,4,87,5,0
759,1,87,3,0
759,2,76,6,2
759,3,91,6,0
759,4,90,6,1
760,1,76,0,1
760,2,81,3,0
760,3,90,4,0
760,4,89,0,3
761,1,87,1,0
761,2,86,0,2
761,3,92,3,0
761,4,96,0,3
762,1,92,5,1
762,2,100,7,0
762,3,100,4,0
762,4,90,4,1
763,1,77,9,3
763,2,90,8,0
763,3,77,9,1
763,4,73,6,0
764,1,97,2,0
764,2,75,0,0
764,3,78,1,2
764,4,93,0,2
765,1,82,4,1
765,2,100,6,3
765,3,64,4,4
765,4,76,8,4
766,1,84,6,1
766,2,69,6,0
766,3,73,2,2
766,4,70,3,5
767,1,71,8,1
767,2,70,8,0
767,3,53,10,1
767,4,62,6,2
768,1,85,6,0
768,2,73,2,2
768,3,91,0,2
768,4,80,0,3
769,1,93,0,3
769,2,82,2,6
769,3,89,1,1
769,4,91,2,2
770,1,68,5,0
770,2,72,1,1
770,3,79,5,0
770,4,71,2,1
771,1,84,3,3
771,2,95,4,1
771,3,99,2,1
771,4,83,4,2
772,1,70,3,0
772,2,84,0,3
772,3,80,1,1
772,4,79,2,4
773,1,87,4,1
773,2,90,9,0
773,3,81,5,1
773,4,95,3,1
774,1,90,6,1
774,2,100,3,2
774,3,100,4,2
774,4,89,4,0
775,1,89,3,0
775,2,88,6,0
775,3,100,5,0
775,4,87,4,1
776,1,65,0,4
776,2,83,1,2
776,3,94,4,2
776,4,100,0,2
777,1,92,7,0
777,2,82,5,1
777,3,79,3,1
777,4,92,4,1
778,1,88,1,1
778,2,80,2,1
778,3,100,0,0
778,4,88,0,1
779,1,85,2,1
779,2,83,1,1
779,3,79,4,0
779,4,77,2,2
780,1,94,5,0
780,2,83,6,0
780,3,87,9,2
780,4,90,1,0
781,1,66,9,4
781,2,85,7,1
781,3,63,5,2
781,4,75,7,1
782,1,86,2,3
782,2,67,6,2
782,3,66,6,1
782,4,71,5,2
783,1,59,6,2
783,2,77,6,0
783,3,80,3,0
783,4,81,3,3
784,1,91,4,1
784,2,94,6,1
784,3,95,7,4
784,4,94,5,0
785,1,80,0,0
785,2,100,0,0
785,3,95,3,1
785,4,92,3,0
786,1,87,5,0
786,2,88,4,1
786,3,87,5,4
786,4,94,7,0
787,1,78,6,1
787,2,78,2,0
787,3,75,0,0
787,4,81,0,2
788,1,100,4,0
788,2,87,1,0
788,3,85,1,2
788,4,100,4,0
789,1,75,4,3
789,2,93,6,6
789,3,83,2,2
789,4,95,5,1
790,1,82,6,0
790,2,65,7,2
790,3,74,2,1
790,4,77,3,1
791,1,76,4,4
791,2,89,1,1
791,3,82,5,3
791,4,75,4,3
792,1,86,2,2
792,2,97,2,3
792,3,93,3,4
792,4,84,4,1
793,1,85,3,0
793,2,96,1,0
793,3,83,0,0
793,4,87,0,3
794,1,75,1,0
794,2,100,3,0
794,3,91,3,4
794,4,96,1,0
795,1,73,5,1
795,2,75,7,2
795,3,76,0,0
795,4,74,2,4
796,1,74,2,1
796,2,73,6,0
796,3,88,5,1
796,4,73,6,0
797,1,91,4,1
797,2,95,3,1
797,3,82,4,1
797,4,91,2,2
798,1,85,6,1
798,2,83,2,0
798,3,98,0,0
798,4,81,5,1
799,1,73,5,2
799,2,90,8,3
799,3,72,0,2
799,4,91,7,3
800,1,81,7,2
800,2,94,5,0
800,3,93,6,1
800,4,72,0,0
801,1,79,4,1
801,2,94,0,0
801,3,79,2,1
801,4,86,2,2
802,1,99,3,1
802,2,100,5,2
802,3,95,6,4
802,4,91,4,1
803,1,77,7,1
803,2,71,8,0
803,3,92,10,1
803,4,90,6,0
804,1,88,8,1
804,2,76,3,3
804,3,100,4,0
804,4,100,5,2
805,1,91,6,0
805,2,91,4,0
805,3,85,4,2
805,4,100,3,2
806,1,99,3,0
806,2,83,4,2
806,3,100,4,2
806,4,88,5,1
807,1,82,9,2
807,2,99,3,1
807,3,88,4,1
807,4,88,4,3
808,1,68,1,5
808,2,73,3,6
808,3,74,6,1
808,4,62,6,1
809,1,74,0,2
809,2,80,3,3
809,3,84,7,1
809,4,78,6,4
810,1,67,1,1
810,2,74,3,0
810,3,69,8,0
810,4,79,4,1
811,1,66,1,2
811,2,78,2,1
811,3,85,4,0
811,4,84,2,2
812,1,75,3,2
812,2,71,6,1
812,3,67,9,0
812,4,67,8,0
813,1,77,2,0
813,2,91,3,1
813,3,93,2,0
813,4,83,0,0
814,1,88,1,1
814,2,83,1,0
814,3,86,2,0
814,4,97,5,0
815,1,61,7,1
815,2,70,7,2
815,3,66,7,3
815,4,60,1,2
816,1,68,5,6
816,2,74,12,2
816,3,75,8,4
816,4,60,6,4
817,1,79,7,5
817,2,81,5,4
817,3,87,8,4
817,4,73,9,2
818,1,90,0,0
818,2,100,2,0
818,3,81,0,0
818,4,88,4,1
819,1,78,4,4
819,2,90,5,1
819,3,76,3,2
819,4,77,2,1
820,1,72,5,1
820,2,81,2,1
820,3,70,3,0
820,4,70,7,0
821,1,91,7,1
821,2,82,13,4
821,3,70,9,4
821,4,85,5,0
822,1,100,3,0
822,2,83,4,3
822,3,85,5,0
822,4,83,5,2
823,1,85,3,0
823,2,64,4,0
823,3,80,6,0
823,4,74,7,2
824,1,86,7,3
824,2,71,7,4
824,3,76,1,2
824,4,92,9,3
825,1,54,6,4
825,2,72,9,6
825,3,76,5,3
825,4,78,7,4
826,1,94,6,0
826,2,85,4,2
826,3,94,0,2
826,4,100,5,1
827,1,91,0,1
827,2,93,0,2
827,3,76,1,3
827,4,79,5,0
828,1,82,2,0
828,2,87,2,0
828,3,100,2,1
828,4,98,3,0
829,1,69,7,1
829,2,77,8,2
829,3,79,12,1
829,4,83,4,0
830,1,92,1,1
830,2,86,3,2
830,3,100,0,2
830,4,100,3,0
831,1,100,4,0
831,2,83,4,1
831,3,80,6,1
831,4,99,4,0
832,1,84,5,2
832,2,89,5,2
832,3,83,4,3
832,4,80,4,0
833,1,72,4,0
833,2,97,5,5
833,3,100,2,3
833,4,77,5,1
834,1,76,0,4
834,2,82,1,5
834,3,82,2,3
834,4,95,0,4
835,1,96,4,0
835,2,88,5,2
835,3,90,1,0
835,4,79,4,1
836,1,83,1,4
836,2,83,1,4
836,3,95,4,1
836,4,86,2,5
837,1,85,4,3
837,2,81,7,3
837,3,79,2,4
837,4,94,3,0
838,1,73,3,3
838,2,76,1,1
838,3,67,1,0
838,4,66,5,1
839,1,96,2,2
839,2,75,6,0
839,3,76,5,2
839,4,74,3,1
840,1,78,0,2
840,2,100,2,2
840,3,92,3,1
840,4,85,0,4
841,1,86,4,2
841,2,91,4,3
841,3,99,3,0
841,4,73,0,1
842,1,68,4,0
842,2,85,3,1
842,3,71,6,0
842,4,80,3,0
843,1,76,1,0
843,2,89,0,0
843,3,82,0,0
843,4,93,4,1
844,1,67,7,1
844,2,78,4,4
844,3,79,2,4
844,4,94,4,3
845,1,99,3,2
845,2,94,5,0
845,3,96,2,1
845,4,86,3,1
846,1,73,3,4
846,2,76,4,1
846,3,80,4,1
846,4,89,2,5
847,1,86,3,2
847,2,76,7,0
847,3,86,6,1
847,4,68,2,1
848,1,89,0,3
848,2,81,0,3
848,3,90,0,1
848,4,78,6,3
849,1,100,6,0
849,2,81,9,0
849,3,87,7,0
849,4,89,5,2
850,1,81,6,1
850,2,72,3,0
850,3,78,5,7
850,4,77,7,2
851,1,100,2,1
851,2,100,6,0
851,3,81,2,1
851,4,87,1,1
852,1,84,5,3
852,2,79,2,0
852,3,93,4,0
852,4,93,2,1
853,1,92,1,0
853,2,86,1,1
853,3,97,4,0
853,4,95,6,0
854,1,74,3,2
854,2,66,3,1
854,3,86,3,0
854,4,71,2,1
855,1,84,2,3
855,2,86,2,0
855,3,82,5,0
855,4,90,5,4
856,1,77,3,0
856,2,59,6,1
856,3,71,3,0
856,4,81,5,3
857,1,84,5,2
857,2,79,8,1
857,3,67,5,5
857,4,82,4,1
858,1,92,5,2
858,2,82,4,0
858,3,92,2,2
858,4,90,1,3
859,1,81,4,4
859,2,73,5,0
859,3,86,4,1
859,4,79,4,1
860,1,96,3,0
860,2,82,4,3
860,3,98,5,1
860,4,89,5,0
861,1,85,6,4
861,2,96,2,0
861,3,96,0,0
861,4,100,6,2
862,1,83,7,3
862,2,91,7,1
862,3,83,0,0
862,4,86,7,0
863,1,100,5,0
863,2,100,4,0
863,3,85,3,0
863,4,86,2,0
864,1,92,4,2
864,2,81,6,1
864,3,84,4,1
864,4,80,4,5
865,1,80,1,1
865,2,98,5,0
865,3,87,0,1
865,4,92,0,2
866,1,69,9,2
866,2,81,7,0
866,3,78,8,2
866,4,64,5,0
867,1,72,7,1
867,2,51,6,1
867,3,70,5,1
867,4,84,7,0
868,1,87,3,0
868,2,83,4,3
868,3,75,1,2
868,4,70,9,2
869,1,98,4,0
869,2,87,0,0
869,3,83,0,1
869,4,94,1,0
870,1,99,2,1
870,2,73,2,0
870,3,88,5,0
870,4,97,7,1
871,1,94,0,1
871,2,85,1,1
871,3,91,2,0
871,4,79,0,0
872,1,81,0,0
872,2,92,3,3
872,3,93,4,0
872,4,76,1,2
873,1,92,1,0
873,2,89,1,1
873,3,92,1,0
873,4,85,1,3
874,1,71,6,2
874,2,86,5,0
874,3,72,3,1
874,4,72,4,4
875,1,92,2,2
875,2,81,2,3
875,3,84,1,0
875,4,87,4,1
876,1,88,4,3
876,2,84,3,2
876,3,95,2,5
876,4,96,2,0
877,1,93,6,3
877,2,75,5,4
877,3,75,5,2
877,4,72,6,3
878,1,95,6,0
878,2,93,8,1
878,3,100,6,0
878,4,100,5,0
879,1,78,3,5
879,2,81,4,1
879,3,64,4,4
879,4,84,6,5
880,1,100,4,2
880,2,94,2,0
880,3,96,1,0
880,4,76,2,0
881,1,91,0,0
881,2,100,3,3
881,3,97,0,2
881,4,82,5,0
882,1,81,3,0
882,2,100,0,2
882,3,86,2,0
882,4,93,3,2
883,1,66,8,3
883,2,79,4,0
883,3,80,3,0
883,4,70,2,1
884,1,98,4,2
884,2,94,5,3
884,3,90,6,3
884,4,79,3,2
885,1,98,0,1
885,2,99,3,5
885,3,74,2,2
885,4,71,5,3
886,1,76,4,4
886,2,89,3,2
886,3,100,6,0
886,4,100,0,2
887,1,88,2,2
887,2,80,4,1
887,3,89,7,2
887,4,85,6,2
888,1,88,4,1
888,2,94,3,4
888,3,85,1,2
888,4,86,1,3
889,1,84,0,0
889,2,84,4,2
889,3,87,2,2
889,4,85,6,2
890,1,90,0,2
890,2,100,1,4
890,3,92,3,4
890,4,84,2,5
891,1,91,6,3
891,2,67,8,5
891,3,100,4,4
891,4,81,9,2
892,1,84,11,0
892,2,100,6,1
892,3,79,7,2
892,4,86,6,2
893,1,74,8,5
893,2,67,7,2
893,3,65,6,1
893,4,73,8,1
894,1,99,3,0
894,2,83,1,2
894,3,94,0,0
894,4,81,5,0
895,1,81,5,2
895,2,85,6,1
895,3,80,5,3
895,4,91,4,1
896,1,98,4,0
896,2,90,3,1
896,3,100,1,0
896,4,90,6,2
897,1,71,7,2
897,2,67,5,2
897,3,71,8,0
897,4,75,3,0
898,1,62,3,0
898,2,91,2,1
898,3,74,5,0
898,4,67,1,1
899,1,90,1,0
899,2,83,1,0
899,3,86,2,2
899,4,87,1,4
900,1,89,1,0
900,2,85,3,1
900,3,96,3,0
900,4,98,0,0
901,1,78,3,2
901,2,74,5,3
901,3,90,5,1
901,4,69,2,3
902,1,84,5,3
902,2,75,6,1
902,3,84,1,0
902,4,81,4,1
903,1,76,5,1
903,2,70,4,0
903,3,74,6,1
903,4,88,5,0
904,1,85,0,0
904,2,88,0,3
904,3,81,5,0
904,4,85,4,3
905,1,81,6,1
905,2,92,6,1
905,3,74,9,0
905,4,96,5,2
906,1,90,4,3
906,2,73,4,3
906,3,85,4,3
906,4,100,3,1
907,1,79,1,2
907,2,84,0,1
907,3,90,0,0
907,4,78,4,0
908,1,100,2,1
908,2,78,1,3
908,3,90,2,2
908,4,79,3,2
909,1,81,1,0
909,2,85,4,0
909,3,76,6,0
909,4,67,7,0
910,1,100,0,0
910,2,96,3,0
910,3,96,1,0
910,4,88,0,1
911,1,72,6,0
911,2,80,4,0
911,3,84,6,0
911,4,82,6,0
912,1,79,2,0
912,2,100,0,2
912,3,84,1,0
912,4,74,0,1
913,1,98,3,1
913,2,90,5,3
913,3,86,3,3
913,4,87,3,1
914,1,84,5,1
914,2,96,3,1
914,3,88,5,2
914,4,92,6,1
915,1,79,3,2
915,2,84,2,3
915,3,78,0,1
915,4,78,2,2
916,1,86,2,0
916,2,78,4,1
916,3,97,4,2
916,4,87,5,1
917,1,81,1,0
917,2,75,3,1
917,3,99,3,1
917,4,100,5,0
918,1,78,5,2
918,2,76,7,3
918,3,78,4,4
918,4,81,1,2
919,1,94,4,0
919,2,95,2,1
919,3,97,0,1
919,4,95,0,1
920,1,71,4,5
920,2,76,7,2
920,3,82,6,2
920,4,69,7,4
921,1,89,6,0
921,2,96,2,0
921,3,92,3,1
921,4,95,4,1
922,1,84,0,3
922,2,92,3,1
922,3,98,2,1
922,4,76,0,0
923,1,91,5,2
923,2,94,3,1
923,3,79,8,1
923,4,89,5,1
924,1,73,3,1
924,2,78,3,3
924,3,69,7,0
924,4,70,6,4
925,1,79,6,1
925,2,75,5,1
925,3,77,6,2
925,4,70,3,0
926,1,95,0,1
926,2,89,0,1
926,3,72,2,0
926,4,80,0,1
927,1,80,2,2
927,2,100,0,2
927,3,81,0,0
927,4,80,4,0
928,1,87,3,2
928,2,83,1,2
928,3,88,3,3
928,4,86,6,3
929,1,64,7,2
929,2,79,4,2
929,3,82,6,0
929,4,77,8,0
930,1,80,1,4
930,2,71,2,0
930,3,91,0,1
930,4,86,0,0
931,1,87,1,3
931,2,100,0,1
931,3,90,3,1
931,4,92,0,2
932,1,86,6,0
932,2,71,2,2
932,3,80,2,2
932,4,86,1,0
933,1,88,2,0
933,2,100,7,0
933,3,92,7,2
933,4,100,2,0
934,1,82,2,0
934,2,86,0,1
934,3,94,1,1
934,4,86,5,0
935,1,72,2,0
935,2,77,6,2
935,3,87,4,0
935,4,91,4,3
936,1,86,4,0
936,2,82,7,1
936,3,85,8,0
936,4,79,6,0
937,1,92,5,0
937,2,91,6,0
937,3,90,7,0
937,4,78,7,1
938,1,87,8,0
938,2,91,7,1
938,3,87,5,0
938,4,100,5,3
939,1,94,1,2
939,2,79,0,3
939,3,89,0,2
939,4,90,3,0
940,1,80,7,1
940,2,87,9,1
940,3,88,6,0
940,4,86,5,0
941,1,87,0,3
941,2,77,0,0
941,3,71,0,1
941,4,96,0,0
942,1,76,3,0
942,2,82,2,1
942,3,90,6,2
942,4,91,5,2
943,1,81,3,1
943,2,82,3,0
943,3,79,1,0
943,4,99,1,0
944,1,94,3,1
944,2,100,7,0
944,3,86,1,2
944,4,80,6,0
945,1,81,4,0
945,2,86,0,0
945,3,87,0,0
945,4,95,1,0
946,1,69,0,0
946,2,81,3,0
946,3,98,3,3
946,4,73,7,1
947,1,100,5,0
947,2,78,1,1
947,3,73,1,2
947,4,95,2,0
948,1,81,6,2
948,2,80,3,2
948,3,92,7,5
948,4,95,5,4
949,1,95,4,2
949,2,85,6,3
949,3,77,3,4
949,4,84,3,0
950,1,93,3,0
950,2,78,8,0
950,3,79,7,2
950,4,86,3,0
951,1,90,5,0
951,2,74,5,0
951,3,91,7,0
951,4,97,4,0
952,1,100,3,0
952,2,85,2,2
952,3,83,3,0
952,4,89,5,0
953,1,84,0,0
953,2,88,0,0
953,3,98,4,3
953,4,95,1,0
954,1,55,9,0
954,2,85,7,0
954,3,81,8,0
954,4,75,4,2
955,1,98,7,1
955,2,80,2,1
955,3,85,3,3
955,4,90,6,2
956,1,94,5,0
956,2,91,6,0
956,3,88,5,0
956,4,81,5,3
957,1,100,6,3
957,2,85,4,2
957,3,90,1,3
957,4,95,4,2
958,1,86,3,0
958,2,98,5,0
958,3,95,4,0
958,4,92,2,2
959,1,87,7,0
959,2,80,0,0
959,3,77,2,0
959,4,85,5,0
960,1,91,2,3
960,2,85,4,1
960,3,86,2,0
960,4,92,2,0
961,1,86,2,0
961,2,81,2,1
961,3,97,0,2
961,4,91,0,2
962,1,70,6,2
962,2,78,8,2
962,3,76,0,0
962,4,83,7,2
963,1,85,10,0
963,2,84,4,3
963,3,95,3,0
963,4,81,6,0
964,1,92,2,0
964,2,90,6,2
964,3,94,2,0
964,4,98,6,0
965,1,94,6,2
965,2,90,5,5
965,3,84,1,1
965,4,82,4,3
966,1,99,2,1
966,2,89,3,3
966,3,94,0,4
966,4,83,0,0
967,1,85,5,0
967,2,96,4,2
967,3,100,2,1
967,4,90,6,1
968,1,82,0,0
968,2,88,0,2
968,3,82,4,0
968,4,76,0,1
969,1,86,5,1
969,2,83,2,0
969,3,88,2,0
969,4,89,1,1
970,1,85,2,1
970,2,79,0,1
970,3,88,2,5
970,4,76,3,4
971,1,77,7,2
971,2,80,0,0
971,3,72,6,3
971,4,81,2,1
972,1,88,2,2
972,2,81,4,1
972,3,82,3,0
972,4,96,3,0
973,1,70,10,1
973,2,80,8,1
973,3,83,3,0
973,4,97,5,2
974,1,89,1,2
974,2,88,3,3
974,3,96,0,0
974,4,81,0,2
975,1,80,0,3
975,2,87,2,3
975,3,93,4,3
975,4,87,1,3
976,1,92,0,1
976,2,74,1,2
976,3,97,0,0
976,4,81,5,2
977,1,91,7,0
977,2,82,2,0
977,3,78,7,0
977,4,79,5,0
978,1,85,1,0
978,2,93,4,0
978,3,92,5,0
978,4,82,8,0
979,1,97,3,2
979,2,60,5,2
979,3,57,1,2
979,4,65,5,2
980,1,68,3,3
980,2,93,6,5
980,3,92,5,2
980,4,82,2,3
981,1,78,5,1
981,2,86,3,0
981,3,82,4,0
981,4,87,4,0
982,1,71,4,1
982,2,81,4,0
982,3,82,4,3
982,4,75,8,0
983,1,81,1,4
983,2,89,2,1
983,3,72,3,1
983,4,88,5,2
984,1,87,2,0
984,2,86,0,1
984,3,82,2,1
984,4,88,0,5
985,1,88,6,1
985,2,84,6,0
985,3,78,2,2
985,4,83,7,2
986,1,88,6,0
986,2,82,7,0
986,3,90,5,0
986,4,84,4,0
987,1,84,4,0
987,2,89,3,2
987,3,86,5,3
987,4,84,2,3
988,1,64,1,0
988,2,77,0,2
988,3,73,1,2
988,4,76,4,1
989,1,81,0,4
989,2,85,3,3
989,3,81,1,4
989,4,91,1,6
990,1,86,1,0
990,2,83,2,3
990,3,100,2,0
990,4,94,5,4
991,1,94,3,3
991,2,88,1,5
991,3,100,5,1
991,4,87,3,1
992,1,71,9,0
992,2,71,7,0
992,3,71,9,2
992,4,84,5,0
993,1,82,4,1
993,2,86,2,0
993,3,81,3,1
993,4,89,3,1
994,1,76,0,1
994,2,75,3,3
994,3,82,8,1
994,4,74,2,0
995,1,67,1,5
995,2,71,3,5
995,3,79,4,2
995,4,72,8,1
996,1,68,8,3
996,2,79,4,4
996,3,80,7,1
996,4,82,11,2
997,1,74,3,4
997,2,83,6,0
997,3,95,1,0
997,4,85,6,0
998,1,82,1,2
998,2,84,5,0
998,3,81,4,0
998,4,81,1,0
999,1,81,0,2
999,2,92,5,0
999,3,75,1,0
999,4,87,5,2
1000,1,96,4,3
1000,2,86,5,2
1000,3,95,5,3
1000,4,79,2,3
1001,1,87,0,0
1001,2,82,6,1
1001,3,93,3,1
1001,4,90,0,0
1002,1,100,0,1
1002,2,95,0,0
1002,3,95,7,0
1002,4,92,7,1
1003,1,84,5,4
1003,2,95,3,0
1003,3,99,5,1
1003,4,82,4,0
1004,1,63,5,1
1004,2,67,4,4
1004,3,77,6,4
1004,4,73,5,3
1005,1,67,4,2
1005,2,73,6,3
1005,3,81,7,2
1005,4,87,4,2
1006,1,86,4,0
1006,2,97,4,2
1006,3,87,6,2
1006,4,97,3,0
1007,1,86,2,1
1007,2,71,2,0
1007,3,73,4,0
1007,4,85,6,0
1008,1,76,0,4
1008,2,94,2,2
1008,3,78,4,1
1008,4,91,2,4
1009,1,94,4,3
1009,2,98,2,0
1009,3,89,8,0
1009,4,93,4,1
1010,1,86,2,0
1010,2,83,4,0
1010,3,80,6,1
1010,4,97,2,0
1011,1,78,1,1
1011,2,82,2,2
1011,3,75,2,1
1011,4,100,3,1
1012,1,77,6,0
1012,2,72,6,0
1012,3,94,8,0
1012,4,87,6,2
1013,1,92,4,1
1013,2,98,1,2
1013,3,79,4,2
1013,4,86,2,3
1014,1,81,6,1
1014,2,74,11,4
1014,3,79,7,1
1014,4,81,2,4
1015,1,85,4,2
1015,2,74,2,5
1015,3,93,5,1
1015,4,80,2,4
1016,1,83,2,1
1016,2,88,2,5
1016,3,87,0,0
1016,4,86,2,2
1017,1,81,5,1
1017,2,90,6,2
1017,3,81,7,0
1017,4,77,4,2
1018,1,91,6,3
1018,2,76,4,3
1018,3,97,2,1
1018,4,89,4,1
1019,1,88,6,0
1019,2,75,8,0
1019,3,92,4,0
1019,4,85,6,3
1020,1,76,5,2
1020,2,53,5,0
1020,3,77,7,0
1020,4,78,5,0
1021,1,91,2,0
1021,2,80,0,0
1021,3,82,0,0
1021,4,88,0,1
1022,1,96,3,0
1022,2,70,5,1
1022,3,85,0,2
1022,4,78,0,3
1023,1,90,8,0
1023,2,87,9,2
1023,3,80,6,0
1023,4,89,7,0
1024,1,81,1,2
1024,2,84,5,3
1024,3,82,2,2
1024,4,83,2,0
1025,1,79,7,2
1025,2,80,0,3
1025,3,88,0,3
1025,4,91,3,4
1026,1,95,0,0
1026,2,81,1,2
1026,3,91,1,0
1026,4,89,3,0
1027,1,100,2,0
1027,2,84,6,3
1027,3,86,0,0
1027,4,80,4,2
1028,1,100,6,0
1028,2,91,2,0
1028,3,86,0,1
1028,4,97,4,0
1029,1,87,5,2
1029,2,85,7,0
1029,3,85,5,0
1029,4,81,8,0
1030,1,80,4,2
1030,2,90,6,0
1030,3,83,3,2
1030,4,100,4,2
1031,1,88,4,0
1031,2,96,10,0
1031,3,88,8,0
1031,4,85,5,0
1032,1,91,1,3
1032,2,90,3,1
1032,3,91,1,5
1032,4,99,0,3
1033,1,92,4,2
1033,2,91,5,2
1033,3,100,6,3
1033,4,80,3,4
1034,1,70,4,0
1034,2,71,6,1
1034,3,76,7,1
1034,4,86,4,0
1035,1,84,7,4
1035,2,89,8,2
1035,3,92,7,6
1035,4,94,7,0
1036,1,98,1,0
1036,2,95,0,0
1036,3,79,3,0
1036,4,87,0,0
1037,1,98,3,0
1037,2,85,7,1
1037,3,90,5,0
1037,4,83,0,1
1038,1,82,7,0
1038,2,82,2,3
1038,3,80,4,4
1038,4,82,1,4
1039,1,81,1,2
1039,2,87,0,6
1039,3,95,0,1
1039,4,91,2,3
1040,1,63,8,2
1040,2,69,4,2
1040,3,87,7,2
1040,4,91,8,3
1041,1,86,2,4
1041,2,94,0,0
1041,3,84,1,0
1041,4,99,4,1
